sentence,entities
Harry longed to bite the man . . .,['Harry']
but he must master the impulse . . .,[]
he had more important work to do . .,[]
".
    ",[]
But the man was stirring . . .,[]
"a silver Cloak fell from his legs as he jumped to his feet; and Harry saw his vibrant, blurred outline towering above him, saw a wand withdrawn from a belt . . .","['Cloak', 'Harry']"
he had no choice . . .,[]
"he reared high from the floor and struck once, twice, three times, plunging his fangs deeply into the mans flesh, feeling his ribs splinter beneath his jaws, feeling the warm gush of blood . . .
    ","['three', 'mans']"
The man was yelling in pain . . .,[]
then he fell silent . . .,[]
he slumped backwards against the wall . . .,[]
"blood was splattering on to the floor . . .
    ",[]
His forehead hurt terribly . . .,[]
"it was aching fit to burst . . .
    ",[]
"'Harry! HARRY!'
    ",['Harry']
He opened his eyes.,[]
"Every inch of his body was covered in icy sweat; his bed covers were twisted all around him like a strait-jacket; he felt as though a white-hot poker were being applied to his forehead.
    ",[]
"'Harry!'
    Ron was standing over him looking extremely frightened.","['Harry', 'Ron']"
There were more figures at the foot of Harry's bed.,['Harry']
He clutched his head in his hands; the pain was blinding him . . .,[]
"he rolled right over and vomited over the edge of the mattress.
    ",[]
"'He's really ill,' said a scared voice.",[]
"'Should we call someone?'
    'Harry! Harry!'
    ","['Harry', 'Harry']"
"He had to tell Ron, it was very important that he tell him . . .",['Ron']
"taking great gulps of air, Harry pushed himself up in bed, willing himself not to throw up again, the pain half-blinding him.
    ","['Harry', 'half']"
"'Your dad,' he panted, his chest heaving.",[]
'Your dad's . . .,[]
been attacked . . .,[]
"'
    ",[]
"'What?' said Ron uncomprehendingly.
    ",['Ron']
'Your dad!,[]
"He's been bitten, it's serious, there was blood everywhere . . .",[]
"'
    ",[]
"'I'm going for help,' said the same scared voice, and Harry heard footsteps running out of the dormitory.
    ",['Harry']
"'Harry, mate,' said Ron uncertainly, 'you . . .","['Harry', 'Ron']"
"you were just dreaming
    'No!' said Harry furiously; it was crucial that Ron understand.
    ","['Harry', 'Ron']"
'It wasn't a dream . . .,[]
not an ordinary dream . . .,[]
"I was there, I saw it . . .",[]
I did it . . .,[]
"'
    ",[]
He could hear Seamus and Dean muttering but did not care.,"['Seamus', 'Dean']"
"The pain in his forehead was subsiding slightly, though he was still sweating and shivering feverishly.",[]
"He retched again and Ron leapt backwards out of the way.
    ",['Ron']
"'Harry, you're not well,' he said shakily.",['Harry']
"'Neville's gone for help.'
    ",['Neville']
'I'm fine!',[]
"Harry choked, wiping his mouth on his pyjamas and shaking uncontrollably.",['Harry']
"There's nothing wrong with me, it's your dad you've got to worry about - we need to find out where he is - he's bleeding like mad - I was - it was a huge snake.'
    ",[]
He tried to get out of bed but Ron pushed him back into it; Dean and Seamus were still whispering somewhere nearby.,"['Ron', 'Dean', 'Seamus']"
"Whether one minute passed or ten, Harry did not know; he simply sat there shaking, feeling the pain recede very slowly from his scar . . .","['one minute', 'ten', 'Harry']"
"then there were hurried footsteps coming up the stairs and he heard Neville's voice again.
    ",['Neville']
"'Over here, Professor.'
    Professor McGonagall came hurrying into the dormitory in her tartan dressing gown, her glasses perched lopsidedly on the bridge of her bony nose.
    ",['McGonagall']
"'What is it, Potter?",['Potter']
"Where does it hurt?'
    ",[]
"He had never been so pleased to see her; it was a member of the Order of the Phoenix he needed now, not someone fussing over him and prescribing useless potions.
    ",['the Order of the Phoenix']
"'It's Ron's dad,' he said, sitting up again.",['Ron']
"'He's been attacked by a snake and it's serious, I saw it happen.",[]
"'
    ",[]
"'What do you mean, you saw it happen?' said Professor McGonagall, her dark eyebrows contracting.
    ",['McGonagall']
'I don't know . . .,[]
I was asleep and then I was there . . .,[]
"'
    ",[]
"'You mean you dreamed this?'
    'No!' said Harry angrily; would none of them understand?",['Harry']
"'I was having a dream at first about something completely different, something stupid . . .",['first']
and then this interrupted it.,[]
"It was real, I didn't imagine it.",[]
"Mr Weasley was asleep on the floor and he was attacked by a gigantic snake, there was a load of blood, he collapsed, someone's got to find out where he is . . .",['Weasley']
"'
    ",[]
"Professor McGonagall was gazing at him through her lopsided spectacles as though horrified at what she was seeing.
    ",['McGonagall']
'I'm not lying and I'm not mad!',[]
"Harry told her, his voice rising to a shout.",['Harry']
"'I tell you, I saw it happen!'
    ",[]
"'I believe you, Potter,' said Professor McGonagall curtly.","['Potter', 'McGonagall']"
'Put on your dressing gown - we're going to see the Headmaster.,[]
"'
- CHAPTER TWENTY-TWO -
St Mungo's Hosptial
for Magical Maladies
and Injuries
Harry was so relieved she was taking him seriously that he did not hesitate, hut jumped out of bed at once, pulled on his dressing gown and pushed his glasses back on to his nose.
    ","[""St Mungo's"", 'Hosptial', 'Injuries\nHarry']"
"'Weasley, you ought to come too,' said Professor McGonagall.
    ","['Weasley', 'McGonagall']"
"They followed Professor McGonagall past the silent figures of Neville, Dean and Seamus, out of the dormitory down the spiral stairs into the common room, through the portrait hole and off along the Fat Lady's moonlit corridor.","['McGonagall', 'Neville', 'Dean', 'Seamus']"
"Harry felt as though the panic inside him might spill over at any moment; he wanted to run, to yell for Dumbledore; Mr Weasley was bleeding as they walked along so sedately and what if those fangs (Harry tried hard not to think 'my fangs') had been poisonous?","['Harry felt', 'Dumbledore', 'Weasley', 'Harry']"
"They passed Mrs Norris, who turned her lamplike eyes upon them and hissed faintly but Professor McGonagall said, 'Shoo!'","['Mrs Norris', 'McGonagall']"
"Mrs Norris slunk away into the shadows, and in a few minutes they had reached the stone gargoyle guarding the entrance to Dumbledore s office.
    ","['Mrs Norris', 'a few minutes', 'Dumbledore']"
"'Fizzing Whizzbee,' said Professor McGonagall.
    ","['Fizzing Whizzbee', 'McGonagall']"
The gargoyle sprang to life and leapt aside; the wall behind it split in two to reveal a stone staircase that was moving continually upwards like a spiral escalator.,['two']
"The three of them stepped on to the moving stairs; the wall closed behind them with a thud and they were moving upwards in tight circles until they reached the highly polished oak door with the brass knocker shaped like a griffin.
    ",['three']
"Though it was now well past midnight there were voices coming
    from inside the room, a positive babble of them.",[]
"It sounded as though Dumbledore was entertaining at least a dozen people.
    ","['Dumbledore', 'at least a dozen']"
Professor McGonagall rapped three times with the griffin knocker and the voices ceased abruptly as though someone had switched them all off.,"['McGonagall', 'three']"
"The door opened of its own accord and Professor McGonagall led Harry and Ron inside.
    ","['McGonagall', 'Harry', 'Ron']"
The room was in half-darkness; the strange silver instruments standing on tables were silent and still rather than whirring and emitting puffs of smoke as they usually did; the portraits of old headmasters and headmistresses covering the walls were all snoozing in their frames.,['half']
"Behind the door, a magnificent red and gold bird the size of a swan dozed on its perch with its head under its wing.
    ",[]
"'Oh, it's you, Professor McGonagall . . .",['McGonagall']
and . . .,[]
"ah.'
    Dumbledore was sitting in a high-backed chair behind his desk; he leaned forward into the pool of candlelight illuminating the papers laid out before him.",['Dumbledore']
"He was wearing a magnificently embroidered purple and gold dressing gown over a snowy white nightshirt, but seemed wide-awake, his penetrating light blue eyes fixed intently upon Professor McGonagall.
    'Professor Dumbledore, Potter has had a . . .","['McGonagall', 'Dumbledore']"
"well, a nightmare,' said Professor McGonagall.",['McGonagall']
'He says . . .,[]
"'
    ",[]
"'It wasn't a nightmare,' said Harry quickly.
    ",['Harry']
"Professor McGonagall looked round at Harry, frowning slightly.
    ","['McGonagall', 'Harry']"
"'Very well, then, Potter, you tell the Headmaster about it.",['Potter']
"'
    ",[]
'I . . .,[]
"well, I was asleep . . .'",[]
"said Harry and, even in his terror and his desperation to make Dumbledore understand, he felt slightly irritated that the Headmaster was not looking at him, but examining his own interlocked fingers.","['Harry', 'Dumbledore']"
',[]
But it wasn't an ordinary dream . . .,[]
it was real . . .,[]
I saw it happen . . .',[]
"He took a deep breath, 'Ron's dad - Mr Weasley - has been attacked by a giant snake.'
    ","['Ron', 'Weasley']"
"The words seemed to reverberate in the air after he had said them, sounding slightly ridiculous, even comic.",[]
There was a pause in which Dumbledore leaned back and stared meditatively at the ceiling.,['Dumbledore']
"Ron looked from Harry to Dumbledore, white-faced and shocked.
    ","['Ron', 'Harry to Dumbledore']"
'How did you see this?',[]
"Dumbledore asked quietly, still not looking at Harry.
    ","['Dumbledore', 'Harry']"
'Well . . .,[]
"I don't know,' said Harry, rather angrily - what did it matter?",['Harry']
"'Inside my head, I suppose - '
    'You misunderstand me,' said Dumbledore, still in the same calm tone.",['Dumbledore']
'I mean . . .,[]
can you remember - er - where you were positioned as you watched this attack happen?,[]
"Were you perhaps standing beside the victim, or else looking down on the scene from above?'
    ",[]
This was such a curious question that Harry gaped at Dumbledore; it was almost as though he knew . .,"['Harry', 'Dumbledore']"
".
    ",[]
"'I was the snake,' he said.",[]
'I saw it all from the snake's point of view.,[]
"'
    ",[]
"Nobody else spoke for a moment, then Dumbledore, now looking at Ron who was still whey-faced, asked in a new and sharper voice, 'Is Arthur seriously injured?'
    'Yes,' said Harry emphatically - why were they all so slow on the uptake, did they not realise how much a person bled when fangs that long pierced their side?","['Dumbledore', 'Ron', 'Arthur', 'Harry emphatically -']"
"And why could Dumbledore not do him the courtesy of looking at him?
    ",['Dumbledore']
"But Dumbledore stood up, so quickly it made Harry jump, and addressed one of the old portraits hanging very near the ceiling.","['Dumbledore', 'Harry', 'one']"
'Everard?',['Everard']
he said sharply.,[]
',[]
"And you too, Dilys!'
    ",['Dilys']
"A sallow-faced wizard with a short black fringe and an elderly witch with long silver ringlets in the frame beside him, both of whom seemed to have been in the deepest of sleeps, opened their eyes immediately.
    ",[]
"'You were listening?' said Dumbledore.
    ",['Dumbledore']
"The wizard nodded; the witch said, 'Naturally.'
    ",[]
"The man has red hair and glasses,' said Dumbledore.",['Dumbledore']
"'Everard, you will need to raise the alarm, make sure he is found by the right people - '
    Both nodded and moved sideways out of their frames, but instead of emerging in neighbouring pictures (as usually happened at Hogwarts) neither reappeared.",['Everard']
"One frame now contained nothing but a backdrop of dark curtain, the other a handsome leather arm-el"" air.",['One']
"Harry noticed that many of the other headmasters and mistresses on the walls, though snoring and drooling most convincingly, kept sneaking peeks at him from under their eyelids, and he suddenly understood who had been talking when they had knocked.
    ",['Harry']
"'Everard and Dilys were two of Hogwartss most celebrated Heads,' Dumbledore said, now sweeping around Harry, Ron and Professor McGonagall to approach the magnificent sleeping bird on his perch beside the door.","['Everard', 'Dilys', 'two', 'Hogwartss', 'Heads', 'Dumbledore', 'Harry, Ron and', 'McGonagall']"
'Their renown is such that both have portraits hanging in other important wizarding institutions.,[]
"As they are free to move between their own portraits, they can tell us what may be happening elsewhere . . .",[]
"'
    ",[]
'But Mr Weasley could be anywhere!',['Weasley']
"said Harry.
    ",['Harry']
"'Please sit down, all three of you,' said Dumbledore, as though Harry had not spoken, 'Everard and Dilys may not be back for several minutes.","['three', 'Dumbledore', 'Harry', 'Everard', 'Dilys', 'several minutes']"
"Professor McGonagall, if you could draw up extra chairs.'
    ",['McGonagall']
"Professor McGonagall pulled her wand from the pocket of her dressing gown and waved it; three chairs appeared out of thin air, straight-backed and wooden, quite unlike the comfortable chintz armchairs that Dumbledore had conjured up at Harry's hearing.","['McGonagall', 'three', 'Dumbledore', 'Harry']"
"Harry sat down, watching Dumbledore over his shoulder.","['Harry', 'Dumbledore']"
Dumbledore was now stroking Fawkes's plumed golden head with one finger.,"['Dumbledore', 'Fawkes', 'one']"
The phoenix awoke immediately.,[]
"He stretched his beautiful head high and observed Dumbledore through bright, dark eyes.
    ",['Dumbledore']
"'We will need,' Dumbledore said very quietly to the bird, 'a warning.'
    ",['Dumbledore']
"There was a flash of fire and the phoenix had gone.
    ",[]
"Dumbledore now swooped down upon one of the fragile silver instruments whose function Harry had never known, carried it over to his desk, sat down facing them again and tapped it gently with the tip of his wand.
    ",['Harry']
The instrument tinkled into life at once with rhythmic clinking noises.,[]
Tiny puffs of pale green smoke issued from the minuscule silver tube at the top.,[]
"Dumbledore watched the smoke closely, his brow furrowed.",['Dumbledore']
"After a few seconds, the tiny puffs became a steady stream of smoke that thickened and coiled in the air . . .",['a few seconds']
"a serpent's head grew out of the end of it, opening its mouth wide.",[]
"Harry wondered whether the instrument was confirming his story: he looked eagerly at Dumbledore for a sign that he was right, but Dumbledore did not look up.
    ","['Harry', 'Dumbledore']"
"'Naturally, naturally,' murmured Dumbledore apparently to himself, still observing the stream of smoke without the slightest sign of surprise.",['Dumbledore']
"'But in essence divided?'
    Harry could make neither head nor tail of this question.",['Harry']
"The smoke serpent, however, split itself instantly into two snakes, both coiling and undulating in the dark air.",['two']
"With a look of grim satisfaction, Dumbledore gave the instrument another gentle tap with h.s wand: the clinking noise slowed and died and the smoke serpents grew faint, became a formless haze and vanished.
    ","['Dumbledore', 'h.s wand']"
Dumbledore replaced the instrument on its spindly little table.,['Dumbledore']
"Harry saw many of the old headmasters in the portraits follow him with their eyes, then, realising that Harry was watching them, hastily pretend to be sleeping again.",['Harry']
"Harry wanted to ask what the strange silver instrument was for, but before he could do so, there was a shout from the top of the wall to their right; the wizard called Everard had reappeared in his portrait., panting slightly.
    ","['Harry', 'Everard']"
"'Dumbledore!'
    'What news?' said Dumbledore at once.
    ","['Dumbledore', 'Dumbledore']"
"'I yelled until someone came running,' said the wizard, who was mopping his brow on the curtain behind him, 'said I'd heard something moving downstairs - they weren't sure whether to believe me but went down to check - you know there are no portraits down there to watch from.",[]
"Anyway, they carried him up a few minutes later.",['a few minutes later']
"He doesn't look good, he's covered in blood, I ran along to Elfrida Cragg's portrait to get a good view as they left - '
    'Good,' said Dumbledore as Ron made a convulsive movement.","[""Elfrida Cragg's"", 'Dumbledore as Ron']"
"'I take it Dilys will have seen him arrive, then - '
    ",['Dilys']
"And moments later, the silver-ringleted witch had reappeared in her picture, too; she sank, coughing, into her armchair and said, ""Yes, they've taken him to St Mungo's, Dumbledore . . .","[""St Mungo's"", 'Dumbledore']"
they carried him past my portrait . . .,[]
he looks bad . . .,[]
"""
    'Thank you,' said Dumbledore.",['Dumbledore']
"He looked round at Professor McGonagall.
    ",['McGonagall']
"'Minerva, I need you to go and wake the other Weasley children.'
    ","['Minerva', 'Weasley']"
'Of course . . .,[]
"'
    ",[]
Professor McGonagall got up and moved swiftly to the door.,['McGonagall']
"Harry cast a sideways glance at Ron, who was looking terrified.
    ","['Harry', 'Ron']"
"And Dumbledore - what about Molly? said Professor McGonagall, pausing at the door.
    ","['Dumbledore', 'Molly', 'McGonagall']"
"That will be a job for Fawkes when he has finished keeping a lookout for anybody approaching,' said Dumbledore.","['Fawkes', 'Dumbledore']"
',[]
But she may already know . . .,[]
that excellent clock of hers . . .,[]
"'
    ",[]
"Harry knew Dumbledore was referring to the clock that told, not the time, but the whereabouts and conditions of the various Weasley family members, and with a pang he thought that Mr Weasley's hand must, even now, be pointing at mortal peril.","['Harry knew Dumbledore', 'Weasley', 'Weasley']"
But it was very late.,[]
"Mrs Weasley was probably asleep, not watching the clock.",['Mrs Weasley']
"Harry felt cold as he remembered Mrs Weasley's Boggart turning into Mr Weasley's lifeless body, his glasses askew, blood running down his face . . .","['Harry felt', ""Mrs Weasley's"", 'Boggart', 'Weasley']"
but Mr Weasley wasn't going to die . . .,['Mr Weasley']
he couldn't . .,[]
".
    ",[]
Dumbledore was now rummaging in a cupboard behind Harry and Ron.,"['Dumbledore', 'Harry and Ron']"
"He emerged from it carrying a blackened old kettle, which he placed carefully on his desk.",[]
"He raised his wand and murmured, 'Portus!'",[]
"For a moment the kettle trembled, glowing with an odd blue light; then it quivered to rest, as solidly black as ever.
    ",[]
"Dumbledore marched over to another portrait, this time of a clever-looking wizard with a pointed beard, who had been painted wearing the Slytherin colours of green and silver and was apparently sleeping so deeply that he could not hear Dumbledore's voice when he attempted to rouse him.
    ","['Dumbledore', 'Slytherin', 'Dumbledore']"
'Phineas.,[]
"Phineas.'
    ",[]
"The subjects of the portraits lining the room were no longer pretending to be asleep; they were shifting around in their frames, the better to watch what was happening.",[]
"When the clever-looking wizard continued to feign sleep, some of them shouted his name, too.
    ",[]
'Phineas!,[]
Phineas!,[]
"PHINEAS!'
    ",[]
"He could not pretend any longer; he gave a theatrical jerk and opened his eyes wide.
    ",[]
"'Did someone call?'
    ",[]
"'I need you to visit your other portrait again, Phineas,' said Dumbledore.",['Dumbledore']
'I've got another message.,[]
"'
    'Visit my other portrait?' said Phineas in a reedy voice, giving a long, fake yawn (his eyes travelling around the room and focusing on Harry).",['Harry']
"'Oh, no, Dumbledore, I am too tired tonight.","['Dumbledore', 'tonight']"
"'
    ",[]
"Something about Phineas's voice was familiar to Harry, where had he heard it before?","['Phineas', 'Harry']"
"But before he could think, the portraits on the surrounding walls broke into a storm of protest.
    ",[]
"'Insubordination, sir!' roared a corpulent, red-nosed wizard, brandishing his fists.",[]
"'Dereliction of duty!'
    'We are honour-bound to give service to the present Headmaster o:~ Hogwarts!'",[]
"cried a frail-looking old wizard whom Harry recognised as Dumbledore's predecessor, Armando Dippet.","['Harry', 'Dumbledore', 'Armando Dippet']"
"'Sharne on you, Phineas!'
    'Shall I persuade him, Dumbledore?' called a gimlet-eyed witch, raising an unusually thick wand that looked not unlike a birch rod.
    ",['Dumbledore']
"'Oh, very well,' said the wizard called Phineas, eyeing the wand with mild apprehension, 'though he may well have destroyed my picture by now, he's done away with most of the family - '
    'Sirius knows not to destroy your portrait,' said Dumbledore, and Harry realised immediately where he had heard Phineas's voice before: issuing from the apparently empty frame in his bedroom in Grimmauld Place.","['Phineas', 'Dumbledore', 'Harry', ""Phineas's"", 'Grimmauld Place']"
"'You are to give him the message that Arthur Weasley has been gravely injured and that his wife, children and Harry Potter will be arriving at his house shortly.","['Arthur Weasley', 'Harry Potter']"
"Do you understand?'
    'Arthur Weasley, injured, wife and children and Harry Potter coming to stay,' repeated Phineas in a bored voice.","['Arthur Weasley', 'Harry Potter']"
',[]
"Yes, yes . . .",[]
very well . . .,[]
"'
    ",[]
He sloped away into the frame of the portrait and disappeared from view at the very moment the study door opened again.,[]
"Fred, George and Ginny were ushered inside by Professor McGonagall, all three of them looking dishevelled and shocked, still in their night things.
    ","['Fred, George and Ginny', 'McGonagall', 'three', 'night']"
"'Harry - what's going on?' asked Ginny, who looked frightened.","['Harry', 'Ginny']"
"'Professor McGonagall says you saw Dad get hurt - '
    'Your father has been injured in the course of his work for the Order of the Phoenix,' said Dumbledore, before Harry could speak.","['McGonagall', 'Phoenix', 'Dumbledore', 'Harry']"
'He has been taken to St Mungo's Hospital for Magical Maladies and Injuries.,"[""St Mungo's""]"
"I am sending you back to Sirius's house, which is much more convenient for the hospital than The Burrow.","['Sirius', 'The Burrow']"
You will meet your mother there.,[]
"'
    ",[]
"'How're we going?' asked Fred, looking shaken.",['Fred']
"Floo powder?'
    'No,' said Dumbledore, 'Floo powder is not safe at the moment, the Network is being watched.","['Floo', 'Dumbledore', 'Floo', 'Network']"
You will be taking a Portkey.',['Portkey']
He indicated the old kettle lying innocently on his desk.,[]
"""We are just waiting for Phineas Nigellus to report back . . .",[]
"I want to be sure that the coast is clear before sending you - '
    There was a flash of flame in the very middle of: the office, leaving behind a single golden feather that floated gently to the floor.
    ",[]
"'It is Fawkes's warning,' said Dumbledore, catching the feather as it fell.","['Fawkes', 'Dumbledore']"
'Professor Umbridge must know you're out of your beds . . .,['Umbridge']
"Minerva, go and head her off - tell her any story - '
    Professor McGonagall was gone in a swish of tartan.
    ","['Minerva', 'McGonagall']"
"'He says he'll be delighted,' said a bored voice behind Dumbledore; the wizard called Phineas had reappeared in front of his Slytherin banner.","['Dumbledore', 'Phineas', 'Slytherin']"
',[]
"My great-great-grandson has always had an odd taste in house-guests.'
    'Come here, then,' Dumbledore said to Harry and the Weasleys.","['Dumbledore', 'Harry']"
',[]
"And quickly, before anyone else joins us.",[]
"'
    ",[]
"Harry and the others gathered around Dumbledore's desk.
    ","['Harry', 'Dumbledore']"
'You have all used a Portkey before?',['Portkey']
"asked Dumbledore, and they nodded, each reaching out to touch some part of the blackened kettle.",['Dumbledore']
'Good.,[]
"On the count of three, then . . .",['three']
one . . .,[]
two . . .,['two']
"'
    ",[]
"It happened in a fraction of a second: in the infinitesimal pause before Dumbledore said 'three', Harry looked up at him - they were very close together - and Dumbledore's clear blue gaze moved from the Portkey to Harry's face.
    ","['second', 'Dumbledore', 'three', 'Harry', 'Dumbledore', 'Harry']"
"At once, Harry's scar burned white-hot, as though the old wound had burst open again - and unbidden, unwanted, but terrifyingly strong, there rose within Harry a hatred so powerful he felt, for that instant, he would like nothing better than to strike - to bite - to sink his fangs into the man before him - '
    '. . .","['Harry', 'Harry']"
"three.'
    ",['three']
"Harry felt a powerful jerk behind his navel, the ground vanished from beneath his feet, his hand was glued to the kettle; he was banging into the others as they all sped forwards in a swirl of colours and a rush of wind, the kettle pulling them onwards . . .",['Harry']
"until his feet hit the ground so hard his knees buckled, the kettle clattered to the ground, and somewhere close at hand a voice said:
    'Back again, the blood-traitor brats.",[]
"Is it true their father's dying?'
    'OUT!'",[]
"roared a second voice.
    ",['second']
"Harry scrambled to his feet and looked around; they had arrived in the gloomy basement kitchen of number twelve, Grimmauld Place.","['Harry', 'twelve', 'Grimmauld Place']"
"The only sources of light were the fire and one guttering candle, which illuminated the remains of a solitary supper.",['one']
"Kreacher was disappearing through the door to the hall, looking back at them malevolently as he hitched up his loincloth; Sirius was hurrying towards them all, looking anxious.","['Kreacher', 'Sirius']"
"He was unshaven and still in his day clothes; there was also a slightly Mundungus-like whiff of stale drink about him.
    ",[]
'What's going on?',[]
"he said, stretching out a hand to help Ginny up.",['Ginny']
"Thineas Nigellus said Arthur's been badly injured - '
    'Ask Harry,' said Fred.
    ","['Arthur', 'Harry', 'Fred.']"
',[]
"Yeah, I want to hear this for myself,' said George.
    ",['George']
The twins and Ginny were staring at him.,['Ginny']
"Kreacher's footsteps had stopped on the stairs outside.
    ",['Kreacher']
'It was - ' Harry began; this was even worse than telling McGonagall and Dumbledore.,"['Harry', 'McGonagall', 'Dumbledore']"
'I had a - a kind of- vision . . .,[]
"'
    ",[]
"And he told them all that he had seen, though he altered the story so that it sounded as though he had watched from the sidelines as the snake attacked, rather than from behind the snake's own eyes.",[]
"Ron, who was still very white, gave him a fleeting look, but did not speak.",['Ron']
"When Harry had finished, Fred, George and Ginny continued to stare at him for a moment.","['Harry', 'Fred, George and Ginny']"
"Harry did not know whether he was imagining it or not, but he fancied there was something accusatory in their looks.",['Harry']
"Well, if they were going to blame him just for seeing the attack, he was glad he had not told them that he had been inside the snake at the lime.
    ",[]
"'Is Mum here?' said Fred, turning to Sirius.
    ","['Mum', 'Fred', 'Sirius']"
"'She probably doesn't even know what's happened yet,' said Sirius.",['Sirius']
The important thing was to get you away before Umbridge could interfere.,['Umbridge']
I expect Dumbledore's letting Molly know now.,"['Dumbledore', 'Molly']"
"'
    ",[]
"We've got to go to St Mungos, said Ginny urgently, She looked around at her brothers; they were of course still in their pyjamas.","['St Mungos', 'Ginny']"
"'Sirius, can you lend us cloaks or anything?'
    'Hang on, you can't go tearing off to St Mungo's!' said Sirius.
    ","[""St Mungo's"", 'Sirius']"
"'Course we can go to St Mungo's if we want,' said Fred, with a mulish expression.","[""St Mungo's"", 'Fred']"
"'He's our dad!'
    ",[]
',[]
"And how are you going to explain how you knew Arthur was attacked before the hospital even let his wife know?'
    ",['Arthur']
"'What does that matter?' said George hotly.
    ",['George']
'It matters because we don't want to draw attention to the fact that Harry is having visions of things that are happening hundreds of miles away!',"['Harry', 'hundreds of miles']"
said Sirius angrily.,[]
"'Have you any idea what the Ministry would make oifthat information?'
    Fred and George looked as though they could not care less what the Ministry made of anything.","['Ministry', 'Fred and George']"
"Ron was still ashen-faced and silent.
    ",['Ron']
"Ginny said, 'Somebody else could have told us . . .",['Ginny']
"we could have heard it somewhere other than Harry.'
    'Like who?' said Sirius impatiently.",['Harry']
"'Listen, your dad's been hurt while on duty for the Order and the circumstances are fishy enough without his children knowing about it seconds after it happened, you could seriously damage the Order's - '
    'We don't care about the dumb Order!' shouted Fred.
    ","['Order', 'about it seconds', 'Order', 'Order', 'Fred']"
'It's our dad dying we're talking about!',[]
"yelled George.
    ",['George']
"'Your father knew what he was getting into and he won't thank you for messing things up for the Order!' said Sirius, equally angry.","['Order', 'Sirius']"
"This is how it is - this is why you're not in the Order - you don't understand - there are things worth dying for!'
    'Easy for you to say, stuck here!'",[]
bellowed Fred.,['Fred']
"'I don't see you risking your neck!'
    ",[]
The little colour remaining in Sirius's face drained from it.,['Sirius']
"He looked for a moment as though he would quite like to hit Fred, but when he spoke, it was in a voice of determined calm.
    ",['Fred']
"'I know it's hard, but we've all got to act as though we don't know anything yet.",[]
"We've got to stay put, at least until we hear from your mother, all right?'
    ",[]
Fred and George still looked mutinous.,['Fred and George']
"Ginny, however, took a few steps over to the nearest chair and sank into it.",['Ginny']
"Harry looked at Ron, who made a funny movement somewhere between a nod and a shrug, and they sat down too.","['Harry', 'Ron']"
"The twins glared at Sirius for another minute, then took seats either side of Ginny.
    ","['another minute', 'Ginny']"
"'That's right,' said Sirius encouragingly, 'come on, lets all . .",[]
.,[]
let's all have a drink while we're waiting.,[]
"Accio Butterbeer!'
    ",['Accio Butterbeer']
"He raised his wand as he spoke and half a dozen bottles came flying towards them out of the pantry, skidded along the table, scattering the debris of Sirius's meal, and stopped neatly in front of t le six of them.","['and half a dozen', 'Sirius', 'six']"
"They all drank, and for a while the only sounds were those of the crackling of the kitchen fire and the soft thud of their bottles on the table.
    ",[]
Harry was only drinking to have something to do with his hands.,['Harry']
"His stomach was full of horrible hot, bubbling guilt.",[]
They would not be here if it were not for him; they would all still be asleep in bed.,[]
"And it was no good telling himself that by raising the alarm he had ensured that Mr Weasley was found, because there was also the inescapable business of it being he who had attacked Mr Weasley in the first place.
    ","['Weasley', 'Mr Weasley', 'first']"
"Don't be stupid, you haven't got fangs, he told himself, trying to keep calm, though the hand on his Butterbeer bottle was shaking, you were lying in bed, you weren't attacking anyone . .",['Butterbeer']
".
    ",[]
"But then, what just happened in Dumbledore's office?",['Dumbledore']
he asked himself.,[]
"I felt like I wanted to attack Dumbledore, too . . .
    ",['Dumbledore']
"He put the bottle down a little harder than he meant to, and it slopped over on to the table.",[]
No one took any notice.,[]
"Then a burst of fire in midair illuminated the dirty plates in front of them and, as they gave cries of shock, a scroll of parchment fell with a thud on to the table, accompanied by a single golden phoenix tail feather.
    ",[]
"'Fawkes!' said Sirius at once, snatching up the parchment.",['Sirius']
"'That's not Dumbledore s writing - it must be a message from your mother - here - '
    ",['Dumbledore']
"He thrust the letter into Georges hand, who ripped it open and read aloud: 'Dad is still alive.",['Georges']
I am setting out for St Mungo's now.,"[""St Mungo's""]"
Stay where you are.,[]
I will send news as soon as I can.,[]
"Mum.'
    ",['Mum']
"George looked around the table.
    ",['George']
'Still alive . . .',[]
he said slowly. ',[]
But that makes it sound . . .,[]
"'
    ",[]
He did not need to finish the sentence.,[]
"It sounded to Harry, too, as though Mr Weasley was hovering somewhere between life and death.","['Harry', 'Weasley']"
"Still exceptionally pale, Ron stared at the back of his mother's letter as though it might speak words of comfort to him.",['Ron']
"Fred pulled the parchment out of George's hands and read it for himself, then looked up at Harry, who felt his hand shaking on his Butterbeer bottle again and clenched it more tightly to stop the trembling.
    ","['Fred', 'George', 'Harry', 'Butterbeer']"
"If Harry had ever sat through a longer night than this one, he could not remember it.","['Harry', 'night']"
"Sirius suggested once, without any real conviction, that they all go to bed, but the Weasleys' looks of disgust were answer enough.",['Weasleys']
"They mostly sat in silence around the table, watching the candle wick sinking lower and lower into liquid wax, occasionally raising a bottle to their lips, speaking only to check the time, to wonder aloud what was happening, and to reassure each other that if there was bad news, they would know straightaway, for Mrs Weasley must long since have arrived at St Mungo's.
    ","['Mrs Weasley', ""St Mungo's""]"
"Fred fell into a doze, his head lolling sideways on to his shoulder.",[]
"Ginny was curled like a cat on her chair, but her eyes were open; Harry could see them reflecting the firelight.","['Ginny', 'Harry']"
