sentence,entities
"""You didn't ask them to fly that wretched car -""
  But Harry, who felt wide awake, said quickly, ""I'll help Ron.","['Harry', 'Ron']"
"I've never seen a de-gnoming -""
  ""That's very sweet of you, dear, but it's dull work,"" said Mrs. Weasley.",['Weasley']
"""Now, let's see what Lockhart's got to say on the subject -""
  ",['Lockhart']
And she pulled a heavy book from the stack on the mantelpiece.,[]
"George groaned.
  ",['George']
"""Mum, we know how to de-gnome a garden -""
  Harry looked at the cover of Mrs. Weasley's book.","['Mum', 'Harry', 'Weasley']"
Written across it in fancy gold letters were the words Gilderoy Lockhart's Guide to Household Pests.,"[""Gilderoy Lockhart's"", 'Guide to Household Pests']"
There was a big photograph on the front of a very good- IOI)king wizard with wavy blond hair and bright blue eyes.,[]
"As always in the wizarding world, the photograph was moving; the wizard, who Harry supposed was Gilderoy Lockhart, kept winking cheekily up at them all.","['Harry', 'Gilderoy Lockhart']"
"Mrs. Weasley beamed down at him.
  ",['Weasley']
"""Oh, he is marvelous,"" she said.",[]
"""He knows his household pests, all right, it's a wonderful book . . . .",[]
"""
  ""Mum fancies him,"" said Fred, in a very audible whisper.
  ",['Fred']
"""Don't be so ridiculous, Fred,"" said Mrs. Weasley, her cheeks rather pink.","['Fred', 'Weasley']"
"""All right, if you think you know better than Lockhart, you can go and get on with it, and woe betide you if there's a single gnome in that garden when I come out to inspect it.",['Lockhart']
"""
  Yawning and grumbling, the Weasleys slouched outside with Harry behind them.","['Yawning', 'Weasleys', 'Harry']"
"The garden was large, and in Harry's eyes, exactlY what a garden should be.",['Harry']
"The Dursleys wouldn't have liked it - there were plenty of weeds, and the grass needed cutting but there were gnarled trees all around the walls, plants Harry had never seen spilling from every flower bed, and a big green pond full of frogs.
  ",['Harry']
"""Muggles have garden gnomes, too, you know,"" Harry told Ron
  they crossed the lawn.
  ","['Harry', 'Ron\n  ']"
"""Yeah, I've seen those things they think are gnomes,"" said Ron, bent double with his head in a peony bush, ""like fat little Santa Clauses with fishing rods .","['Ron', 'bush', 'Santa Clauses']"
. . .,[]
"""
  There was a violent scuffling noise, the peony bush shuddered, and Ron straightened up.","['bush', 'Ron']"
"""This is a gnome,"" he said grimly.
  ",[]
"""Gerroff me!",[]
"Gerroff me!""",['Gerroff']
"squealed the gnome.
  ",[]
It was certainly nothing like Santa Claus.,['Santa Claus']
"It was small and leathery looking, with a large, knobby, bald head exactly like a potato.",[]
"Ron held it at arm's length as it kicked out at him with its horny little feet; he grasped it around the ankles and turned it upside down.
  ",['Ron']
"""This is what you have to do,"" he said.",[]
"He raised the gnome above his head (""Gerroff me!"") and started to swing it in great circles like a lasso.",[]
"Seeing the shocked look on Harry's face, Ron added, ""It doesn't hurt them - you've just got to make them really dizzy so they can't find their way back to the gnomeholes.","['Harry', 'Ron']"
"""
  He let go of the gnome's ankles: It flew twenty feet into the air and landed with a thud in the field over the hedge.
  ",['twenty feet']
"""Pitiful,"" said Fred.",['Fred']
"""I bet I can get mine beyond that stump.",[]
"""
  Harry learned quickly not to feel too sorry for the gnomes.",['Harry']
"He decided just to drop the first one he caught over the hedge, but the gnome, sensing weakness, sank its razor-sharp teeth into Harry's finger and he had a hard job shaking it off - until
  ""Wow, Harry - that must've been fifty feet ......
  ","['first', 'Harry', 'Harry', 'fifty feet']"
"The air was soon thick with flying gnomes.
  ",[]
"""See, they're not too bright,"" said George, seizing five or six gnomes at once.","['George', 'five', 'six']"
"""The moment they know the de-gnoming's going on they storm up to have a look.",[]
You'd think they'd have learned by now just to stay put.,[]
"""
  Soon, the crowd of gnomes in the field started walking away in a straggling line, their little shoulders hunched.
  ",[]
"""They'll be back,"" said Ron as they watched the gnomes disappear into the hedge on the other side of the field.",['Ron']
"""They love it here ....",[]
Dad's too soft with them; he thinks they're funny . . . .,['Dad']
"""
  Just then, the front door slammed.
  ",[]
"""He's back!"" said George.",['George']
"""Dad's home!",[]
"""
  They hurried through the garden and back into the house.
  ",[]
Mr. Weasley was slumped in a kitchen chair with his glasses off and his eyes closed.,['Weasley']
"He was a thin man, going bald, but the little hair he had was as red as any of his children's.",[]
"He was wearing long green robes, which were dusty and travel-worn.
  ",[]
"""What a night,"" he mumbled, groping for the teapot as they all sat down around him.",[]
"""Nine raids.",['Nine']
Nine!,['Nine']
"And old Mundungus Fletcher tried to put a hex on me when I had my back turned ......
  Mr. Weasley took a long gulp of tea and sighed.
  ","['Mundungus Fletcher', 'Weasley']"
"""Find anything, Dad?"" said Fred eagerly.
  ",['Fred eagerly']
"""All I got were a few shrinking door keys and a biting kettle,"" yawned Mr. Weasley.",['Weasley']
"""There was some pretty nasty stuff that wasn't my department, though.",[]
"Mortlake was taken away for questioning about some extremely odd ferrets, but that's the Committee on Experimental Charms, thank goodness ......
  ",['the Committee on Experimental Charms']
"""Why would anyone bother making door keys shrink?"" said George.
  ",['George']
"""Just Muggle-baiting,"" sighed Mr. Weasley.","['Muggle', 'Weasley']"
"""Sell them a key that keeps shrinking to nothing so they can never find it when they need it ....",[]
"Of course, it's very hard to convict anyone because no Muggle would admit their key keeps shrinking - they'll insist they just keep losing it.",['Muggle']
"Bless them, they'll go to any lengths to ignore magic, even if it's staring them in the face ....",[]
"But the things our lot have taken to enchanting, you wouldn't believe -""
  ""LIKE CARS, FOR INSTANCE?",['INSTANCE']
"""
  Mrs. Weasley had appeared, holding a long poker like a sword.",['Weasley']
Mr. Weasley's eyes jerked open.,['Weasley']
"He stared guiltily at his wife.
  ",[]
"""C-cars, Molly, dear?",['Molly']
"""
  ""Yes, Arthur, cars,"" said Mrs. Weasley, her eyes flashing.","['Arthur', 'Weasley']"
"""Imagine a wizard buying a rusty old car and telling his wife all he wanted to do with it was take it apart to see how it worked, while really he was enchanting it to make it fly.",[]
"""
  Mr. Weasley blinked.
  ",['Weasley']
"""Well, dear, I think you'll find that he would be quite within the law to do that, even if - er - he maybe would have done better to, um, tell his wife the truth ....",[]
"There's a loophole in the law, you'll find ....",[]
"As long as he wasn't intending to fly the car, the fact that the car could fly wouldn't -""
  ""Arthur Weasley, you made sure there was a loophole when you wrote that law!""",['Arthur Weasley']
shouted Mrs. Weasley.,['Weasley']
"""Just so you could carry on tinkering with all that Muggle rubbish in your shed!",['Muggle']
"And for your information, Harry arrived this morning in the car you weren't intending to fly!""
  ""Harry?"" said Mr. Weasley blankly.","['Harry', 'this morning', 'Harry', 'Weasley']"
"""Harry who?""
  He looked around, saw Harry, and jumped.
  ","['Harry', 'Harry']"
"""Good lord, is it Harry Potter?",['Harry Potter']
"Very pleased to meet you, Ron's told us so much about -""
  ""Your sons flew that car to Harry's house and back last night.","['Ron', 'Harry', 'last night']"
"""
  shouted Mrs. Weasley.",['Weasley']
"""What have you got to say about that, eh?""
  ""Did you really?"" said Mr. Weasley eagerly.",['Weasley']
"""Did it go all right?",[]
"I - I mean,"" he faltered as sparks flew from Mrs. Weasley's eyes, ""that - that was very wrong, boys - very wrong indeed ......
  ""Let's leave them to it,"" Ron muttered to Harry as Mrs. Weasley swelled like a bullfrog.","['Weasley', 'Ron', 'Harry', 'Weasley']"
"""Come on, I'll show you my bedroom.",[]
"""
  They slipped out of the kitchen and down a narrow passageway to an uneven staircase, which wound its way, zigzagging up
  through the house.",[]
"On the third landing, a door stood ajar.",['third']
"Harry just caught sight of a pair of bright brown eyes staring at him before it closed with a snap.
  ",['Harry']
"""Ginny,"" said Ron.","['Ginny', 'Ron']"
"""You don't know how weird it is for her to be this shy.",[]
"She never shuts up normally -""
  They climbed two more flights until they reached a door with peeling paint and a small plaque on it, saying RONALD'S ROOM.
  ","['two', 'RONALD']"
"Harry stepped in, his head almost touching the sloping ceiling, and blinked.",['Harry']
"It was like walking into a furnace: Nearly everything in Ron's room seemed to be a violent shade of orange: the bedspread, the walls, even the ceiling.",['Ron']
"Then Harry realized that Ron had covered nearly every inch of the shabby wallpaper with posters of the same seven witches and wizards, all wearing bright orange robes, carrying broomsticks, and waving energetically.
  ","['Harry', 'Ron', 'seven']"
"""Your Quidditch team?"" said Harry.
  ",['Harry']
"""The Chudley Cannons,"" said Ron, pointing at the orange bedspread, which was emblazoned with two giant black C's and a speeding cannonball.","['The Chudley Cannons', 'Ron', 'two']"
"""Ninth in the league.",['Ninth']
"""
  Ron's school spellbooks were stacked untidily in a corner, next to a pile of comics that all seemed to feature The Adventures of Martin Miggs, the Mad Muggle.","['Ron', 'Adventures', 'Martin Miggs', 'the Mad Muggle']"
"Ron's magic wand was lying on top of a fish tank full of frog spawn on the windowsill, next to his fat gray rat, Scabbers, who was snoozing in a patch of sun.
  ","['Ron', 'Scabbers']"
Harry stepped over a pack of Self-Shuffling playing cards on the floor and looked out of the tiny window.,"['Harry', 'Self-Shuffling']"
In the field far below he could see a gang of gnomes sneaking one by one back through the Weasleys' hedge.,['one']
"Then he turned to look at Ron, who was watching him almost nervously, as though waiting for his opinion.
  ",['Ron']
"""It's a bit small,"" said Ron quickly.",['Ron']
"""Not like that room you had with the Muggles.",[]
And I'm right underneath the ghoul in the attic; he's always banging on the pipes and groaning ......,[]
"But Harry, grinning widely, said, ""This is the best house I've ever been in.""",['Harry']
Ron's ears went pink.,['Ron']
".
   ",[]
"CHAPTER FOUR
  AT F L 0","['CHAPTER', 'F L 0']"
"V RR 11 $ H AND BLOTTS
  ife at the Burrow was as different as possible from life on Privet Drive.","['Burrow', 'Privet Drive']"
The Dursleys liked everything neat and ordered; the Weasleys' house burst with the strange and unexpected.,['Weasleys']
"Harry got a shock the first time he looked in the mirror over the kitchen mantelpiece and it shouted, ""Tuck your shirt in, scruffy!""","['Harry', 'first', 'Tuck']"
"The ghoul in the attic howled and dropped pipes whenever he felt things were getting too quiet, and small explosions from Fred and George's bedroom were considered perfectly normal.","[""Fred and George's""]"
"What Harry found most unusual about life at Ron's, however, wasn't the talking mirror or the clanking ghoul: It was the fact that everybody there seemed to like him.
  ","['Harry', 'Ron']"
Mrs. Weasley fussed over the state of his socks and tried to force him to eat fourth helpings at every meal.,"['Weasley', 'fourth']"
"Mr. Weasley liked Harry to sit next to him at the dinner table so that he could bombard him with questions about life with Muggles, asking him to explain how things like plugs and the postal service worked.
  ","['Weasley', 'Harry', 'Muggles']"
"42
  ""Fascinating.""",['42']
he would say as Harry talked him through using a telephone.,['Harry']
"""Ingenious, really, how many ways Muggles have found of getting along without magic.",[]
"""
  Harry heard from Hogwarts one sunny morning about a week after he had arrived at the Burrow.","['Harry', 'one sunny morning', 'about a week', 'Burrow']"
He and Ron went down to breakfast to find Mr. and Mrs. Weasley and Ginny already sitting at the kitchen table.,"['Ron', 'Weasley', 'Ginny']"
"The moment she saw Harry, Ginny accidentally knocked her porridge bowl to the floor with a loud clatter.","['Harry, Ginny']"
Ginny seemed very prone to knocking things over whenever Harry entered a room.,['Harry']
She dived under the table to retrieve the bowl and emerged with her face glowing like the setting sun.,[]
"Pretending he hadn't noticed this, Harry sat down and took the toast Mrs. Weasley offered him.
  ","['Harry', 'Weasley']"
"""Letters from school,"" said Mr. Weasley, passing Harry and Ron identical envelopes of yellowish parchment, addressed in green ink.","['Weasley', 'Harry', 'Ron']"
"""Dumbledore already knows you're here, Harry - doesn't miss a trick, that man.",['Harry - does']
"You two've got them, too,"" he added, as Fred and George ambled in, still in their pajamas.
  ",['Fred and George']
For a few minutes there was silence as they all read their letters.,['a few minutes']
Harry's told him to catch the Hogwarts Express as usual from King's Cross station on September first.,"['Harry', 'the Hogwarts Express', ""King's Cross"", 'September first']"
"There was also a list of the new books he'd need for the coming year.
  ",['the coming year']
"SECOND-YEAR STUDENTS WILL REQUIRE:
  The Standard Book of Spells, Grade 2
  by Miranda Goshawk
  Break with a Banshee by Gilderoy Lockhart Gadding with Ghouls by Gilderoy Lockhart Holidays with Hags by Gilderoy Lockhart
  4 "",3
  Travels with Trolls by Gilderoy Lockhart Voyages with Vampires by Gilderoy Lockhart Wanderings with Werewolves by Gilderoy Lockhart Year with the Yeti by Gilderoy Lockhart
  Fred, who had finished his own list, peered over at Harry's.
  ","['SECOND-YEAR', 'Miranda Goshawk\n  Break', 'Banshee', 'Lockhart Gadding', 'Ghouls', 'Gilderoy Lockhart Holidays', '4', '3', 'Vampires', 'Yeti', 'Fred', ""Harry's""]"
"""You've been told to get all Lockhart's books, too!""",['Lockhart']
he said.,[]
"""The new Defense Against the Dark Arts teacher must be a fan - bet it's a witch.",['the Dark Arts']
"""
  At this point, Fred caught his mother's eye and quickly busied himself with the marmalade.
  ",['Fred']
"""That lot won't come cheap,"" said George, with a quick look at his parents.",['George']
"""Lockhart's books are really expensive ......
  ",['Lockhart']
"""Well, we'll manage,"" said Mrs. Weasley, but she looked worried.",['Weasley']
"""I expect we'll be able to pick up a lot of Ginny's things secondhand.",['Ginny']
"""
  ""Oh, are you starting at Hogwarts this year?""",['this year']
"Harry asked Ginny.
  ","['Harry', 'Ginny']"
"She nodded, blushing to the roots of her flaming hair, and put her elbow in the butter dish.",[]
"Fortunately no one saw this except Harry, because just then Ron's elder brother Percy walked in.","['Harry', 'Ron', 'Percy']"
"He was already dressed, his Hogwarts prefect badge pinned to his sweater vest.
  ",[]
"""Morning, all,"" said Percy briskly.","['Morning', 'Percy']"
"""Lovely day.",[]
"""
  He sat down in the only remaining chair but leapt up again almost immediately, pulling from underneath him a moulting, gray feather duster - at least, that was what Harry thought it was, until he saw that it was breathing.
  ",['Harry']
"* 44
  ""Errol!"" said Ron, taking the limp owl from Percy and extracting a letter from under its wing.","['44', 'Errol', 'Ron', 'Percy']"
"""Finally - he's got Hermione's answer.",['Hermione']
I wrote to her saying we were going to try and rescue you from the Dursleys.,[]
"""
  He carried Errol to a perch just inside the back door and tried to stand him on it, but Errol flopped straight off again so Ron lay him on the draining board instead, muttering, ""Pathetic.""","['Errol', 'Errol', 'Ron']"
"Then he ripped open Hermione's letter and read it out loud:
  ""`Dear Ron, and Harry if you're there,
  ""`I hope everything went all right and that Harry is okay and that you didn't do anything illegal to get him out, Ron, because that would get Harry into trouble, too.","['Hermione', 'Dear Ron', 'Harry', 'Harry', 'Ron', 'Harry']"
"I've been really worried and if Harry is all right, will you please let me know at once, but perhaps it would be bet ter if you used a different owl because I think another delivery might finish your one off.
  ",['Harry']
"""'I'm very busy with schoolwork, of course'- How can she be?"" said Ron in horror.",['Ron']
"""We're on vacation!",[]
- 'and we're going to London next Wednesday to buy my new books.,"['London', 'next Wednesday']"
"Why don't we meet in Diago n Alley?
  ""`Let me know what's happening as soon as you can.",['Diago n Alley']
Love from Hermione.,[]
"""'
  ""Well, that fits in nicely, we can go and get all your things then, too,"" said Mrs. Weasley, starting to clear the table.",['Weasley']
"""What're you all up to today?",['today']
"""
  Harry, Ron, Fred, and George were planning to go up the hill to a small paddock the Weasleys owned.","['Harry, Ron, Fred', 'George', 'Weasleys']"
"It was surrounded by trees that blocked it from view of the village below, meaning that they could practice Quidditch there, as long as they didn't fly too high.
  ",['Quidditch']
"* 4$
  They couldn't use real Quidditch balls, which would have been hard to explain if they had escaped and flown away over the village; instead they threw apples for one another to catch.","['4$', 'Quidditch']"
"They took turns riding Harry's Nimbus Two Thousand, which was easily the best broom; Ron's old Shooting Star was often outstripped by passing butterflies.
  ","['Harry', 'Ron', 'Shooting Star']"
"Five minutes later they were marching up the hill, broomsticks over their shoulders.",['Five minutes later']
"They had asked Percy if he wanted to join them, but he had said he was busy.",['Percy']
"Harry had only seen Percy at mealtimes so far; he stayed shut in his room the rest of the time.
  ","['Harry', 'Percy']"
"""Wish I knew what he was up to,"" said Fred, frowning.",['Fred']
"""He's not himself.",[]
His exam results came the day before you did; twelve O.WL.s and he hardly gloated at all.,"['the day', 'twelve']"
"""
  ""Ordinary Wizarding Levels,"" George explained, seeing Harry's puzzled look.","['George', 'Harry']"
"""Bill got twelve, too.","['Bill', 'twelve']"
"If we're not careful, we'll have another Head Boy in the family.",[]
I don't think I could stand the shame.,[]
"""
  Bill was the oldest Weasley brother.","['Bill', 'Weasley']"
"He and the next brother, Charlie, had already left Hogwarts.",['Charlie']
"Harry had never met either of them, but knew that Charlie was in Romania studying dragons and Bill in Egypt working for the wizard's bank, Gringotts.
  ","['Harry', 'Charlie', 'Romania', 'Bill', 'Egypt', 'Gringotts']"
"""Dunno how Mum and Dad are going to afford all our school stuff this year,"" said George after a while.","['Mum', 'this year', 'George']"
"""Five sets of Lockhart books!","['Five', 'Lockhart']"
"And Ginny needs robes and a wand and everything ......
  ",['Ginny']
Harry said nothing.,['Harry']
He felt a bit awkward.,[]
Stored in an underground vault at Gringotts in London was a small fortune that his parents had left him.,"['Gringotts', 'London']"
"Of course, it was only in the wizarding world that he had money; you couldn't use Galleons, Sickles, and Knuts
  46
  in Muggle shops.","['Galleons', 'Knuts', '46', 'Muggle']"
"He had never mentioned his Gringotts bank account to the Dursleys; he didn't think their horror of anything connected with magic would stretch to a large pile of gold.
  ",['Gringotts']
Mrs. Weasley woke them all early the following Wednesday.,"['Weasley', 'Wednesday']"
"After a quick half a dozen bacon sandwiches each, they pulled on their coats and Mrs. Weasley took a flowerpot off the kitchen mantelpiece and peered inside.
  ","['half a dozen', 'Weasley']"
"""We're running low, Arthur,"" she sighed.",['Arthur']
"""We'll have to buy some more today...",['today']
"Ah well, guests first!",['first']
"After you, Harry dear!",['Harry']
"""
  ",[]
"And she offered him the flowerpot.
  ",[]
"Harry stared at them all watching him.
  ",['Harry']
"""W-what am I supposed to do?"" he stammered.
  ",[]
"""He's never traveled by Floo powder,"" said Ron suddenly.","['Floo', 'Ron']"
"""Sorry, Harry, I forgot.",['Harry']
"""
  ""Never?"" said Mr. Weasley.",['Weasley']
"""But how did you get to Diagon Alley to buy your school things last year?","['Diagon Alley', 'last year']"
"""
  ""I went on the Underground -""
  ""Really?"" said Mr. Weasley eagerly.",['Weasley']
"""Were there escapators?",[]
"How exactly -""
  ""Not now, Arthur,"" said Mrs. Weasley.","['Arthur', 'Weasley']"
"""Floo powder's a lot quicker, dear, but goodness me, if you've never used it before -""
  ""He'll be all right, Mum,"" said Fred.","[""Floo powder's"", 'Mum', 'Fred']"
"""Harry, watch us first.","['Harry', 'first']"
"""
  He took a pinch of glittering powder out of the flowerpot, stepped up to the fire, and threw the powder into the flames.
  ",[]
"With a roar, the fire turned emerald green and rose higher than Fred, who stepped right into it, shouted, ""Diagon Alley!"" and vanished.
  ","['Fred', 'Diagon Alley']"
"* 41
  ""You must speak clearly, dear,"" Mrs. Weasley told Harry as George dipped his hand into the flowerpot.","['41', 'Weasley', 'Harry as George']"
"""And be sure to get out at the right grate ......
  ""The right what?"" said Harry nervously as the fire roared and whipped George out of sight, too.
  ","['Harry', 'George']"
"""Well, there are an awful lot of wizard fires to choose from, you know, but as long as you've spoken clearly -""
  ""He'll be fine, Molly, don't fuss,"" said Mr. Weasley, helping himself to Floo powder, too.
  ","['Molly', 'Weasley', 'Floo']"
"""But, dear, if he got lost, how would we ever explain to his aunt and uncle?",[]
"""
  ""They wouldn't mind,"" Harry reassured her.",['Harry']
"""Dudley would think it was a brilliant joke if I got lost up a chimney, don't worry about that -",['Dudley']
"""
  ""Well ... all right ...",[]
"you go after Arthur,"" said Mrs. Weasley.","['Arthur', 'Weasley']"
"""Now, when you get into the fire, say where you're going
  ""And keep your elbows tucked in,"" Ron advised.
  ",['Ron']
"""And your eyes shut,"" said Mrs. Weasley.",['Weasley']
"""The soot -""
  ""Don't fidget,"" said Ron.",['Ron']
"""Or you might well fall out of the wrong fireplace -""
  ""But don't panic and get out too early; wait until you see Fred and George.",['Fred and George']
"""
  Trying hard to bear all this in mind, Harry took a pinch of Floo powder and walked to the edge of the fire.","['Harry', 'Floo']"
"He took a deep breath, scattered the powder into the flames, and stepped forward; the fire felt like a warm breeze; he opened his mouth and immediately swallowed a lot of hot ash.
  ",[]
"""D-Dia-gon Alley,"" he coughed.
  ",['Alley']
"48
  It felt as though he was being sucked down a giant drain.",['48']
"He seemed to be spinning very fast - the roaring in his ears was deafening -he tried to keep his eyes open but the whirl of green flames made him feel sick - something hard knocked his elbow and he tucked it in tightly, still spinning and spinning - now it felt as though cold hands were slapping his face - squinting through his glasses he saw a blurred stream of fireplaces and snatched glimpses of the rooms beyond - his bacon sandwiches were churning inside him - he closed his eyes again wishing it would stop, and then
  He fell, face forward, onto cold stone and felt the bridge of his glasses snap.
  ",['-he']
"Dizzy and bruised, covered in soot, he got gingerly to his feet, holding his broken glasses up to his eyes.",['Dizzy']
"He was -,cite alone, but where he was, he had no idea.",[]
"All he could tell was that he was standing in the stone fireplace of what looked like a large, dimly lit wizard's shop - but nothing in here was ever likely to be on a Hogwarts school list.
  ",[]
"A glass case nearby held a withered hand on a cushion, a bloodstained pack of cards, and a staring glass eye.",[]
"Evil-looking masks stared down from the walls, an assortment of human bones lay upon the counter, and rusty, spiked instruments hung from the ceiling.",[]
"Even worse, the dark, narrow street Harry could see through the dusty shop window was definitely not Diagon Alley.
  ","['Harry', 'Diagon Alley']"
"The sooner he got out of here, the better.",[]
"Nose still stinging where it had hit the hearth, Harry made his way swiftly and silently toward the door, but before he'd got halfway toward it, two people appeared on the other side of the glass - and one of them was the
  49
  very last person Harry wanted to meet when he was lost, covered in soot, and wearing broken glasses: Draco Malfoy.
  ","['Harry', 'two', 'one', '49', 'Harry', 'Draco Malfoy']"
"Harry looked quickly around and spotted a large black cabinet to his left; he shot inside it and pulled the doors closed, leaving a small crack to peer through.",['Harry']
"Seconds later, a bell clanged, and Malfoy stepped into the shop.
  ",['Malfoy']
The man who followed could only be Draco's father.,['Draco']
"He had the same pale, pointed face and identical cold, gray eyes.",[]
"Mr. Malfoy crossed the shop, looking lazily at the items on display, and rang a bell on the counter before turning to his son and saying, ""Touch nothing, Draco.","['Malfoy', 'Draco']"
"""
  Malfoy, who had reached for the glass eye, said, ""I thought you were going to buy me a present.",['Malfoy']
"""
  ""I said I would buy you a racing broom,"" said his father, drumming his fingers on the counter.
  ",[]
"""What's the good of that if I'm not on the House team?"" said Malfoy, looking sulky and bad-tempered.","['House', 'Malfoy']"
"""Harry Potter got a Nimbus Two Thousand last year.","['Harry Potter', 'last year']"
Special permission from Dumbledore so he could play for Gryffindor.,"['Dumbledore', 'Gryffindor']"
"He's not even that good, it's just because he's famous ... famous for having a stupid scar on his forehead . . . .",[]
"""
  Malfoy bent down to examine a shelf full of skulls.
  ",['Malfoy']
""". . .",[]
"everyone thinks he's so smart, wonderful Potter with his scar and his broomstick -""
  ""You have told me this at least a dozen times already,"" said Mr. Malfoy, with a quelling look at his son.","['at least a dozen', 'Malfoy']"
"""And I would remind you that it is not - prudent - to appear less than fond of Harry Potter, not when most of our kind regard him as the hero who made the Dark Lord disappear - ah, Mr. Borgin.","['Harry Potter', 'Borgin']"
"""
  50
  A stooping man had appeared behind the counter, smoothing his greasy hair back from his face.
  ",['50']
"""Mr. Malfoy, what a pleasure to see you again,"" said Mr. Borgin in a voice as oily as his hair.","['Malfoy', 'Borgin']"
"""Delighted - and young Master Malfoy, too - charmed.",['Malfoy']
How may I be of assistance?,[]
"I must show you, just in today, and very reasonably priced -""
  ""I'm not buying today, Mr. Borgin, but selling,"" said Mr. Malfoy.
  ","['today', 'today', 'Borgin', 'Malfoy']"
"""Selling?""",[]
"The smile faded slightly from Mr. Borgin's face.
  ",['Borgin']
"""You have heard, of course, that the Ministry is conducting more raids,"" said Mr. Malfoy, taking a roll of parchment from his inside pocket and unraveling it for Mr. Borgin to read.","['Malfoy', 'Borgin']"
"""I have a few - ah - items at home that might embarrass me, if the Ministry were to call ......""
  Mr. Borgin fixed a pair of pince-nez to his nose and looked down the list.
  ",['Borgin']
"""The Ministry wouldn't presume to trouble you, sir, surely?""
  Mr. Malfoy's lip curled.
  ",['Malfoy']
"""I have not been visited yet.",[]
"The name Malfoy still commands a certain respect, yet the Ministry grows ever more meddlesome.",['Malfoy']
"There are rumors about a new Muggle Protection Act - no doubt that flea- bitten, Muggle-loving fool Arthur Weasley is behind it
  Harry felt a hot surge of anger.
  ","['Muggle Protection Act', 'Muggle', 'Arthur Weasley', 'Harry']"
"""- and as you see, certain of these poisons might make it appear -""
  ""I understand, sir, of course,"" said Mr. Borgin.",['Borgin']
"""Let me see. . .",[]
"""
  ""Can I have that?"" interrupted Draco, pointing at the withered hand on its cushion.
  ",['Draco']
"51
  ""Ah, the Hand of Glory!"" said Mr. Borgin, abandoning Mr. Malfoy's list and scurrying over to Draco.","['51', 'Borgin', 'Malfoy', 'Draco']"
"""Insert a candle and it gives light only to the holder!",['Insert']
Best friend of thieves and plunderers!,[]
"Your son has fine taste, sir.",[]
"""
  ""I hope my son will amount to more than a thief or a plunderer, Borgin,"" said Mr. Malfoy coldly, and Mr. Borgin said quickly, ""No offense, sir, no offense meant -""
  ""Though if his grades don't pick up,"" said Mr. Malfoy, more coldly still, ""that may indeed be all he is fit for -""
  ""It's not my fault,"" retorted Draco.","['Borgin', 'Malfoy', 'Borgin', 'Malfoy', 'Draco']"
"""The teachers all have favorites, that Hermione Granger -""
  ""I would have thought you'd be ashamed that a girl of no wizard family beat you in every exam,"" snapped Mr. Malfoy.
  ","['Hermione Granger -""', 'Malfoy']"
"""Ha!"" said Harry under his breath, pleased to see Draco looking both abashed and angry.
  ","['Harry', 'Draco']"
"""It's the same all over,"" said Mr. Borgin, in his oily voice.",['Borgin']
"""Wizard blood is counting for less everywhere -""
  ""Not with me,"" said Mr. Malfoy, his long nostrils flaring.
  ","['Wizard', 'Malfoy']"
"""No, sir, nor with me, sir,"" said Mr. Borgin, with a deep bow.
  ",['Borgin']
"""In that case, perhaps we can return to my list,"" said Mr. Malfoy shortly.",['Malfoy']
"""I am in something of a hurry, Borgin, I have important business elsewhere today -""
  They started to haggle.","['Borgin', 'today']"
"Harry watched nervously as Draco drew nearer and nearer to his hiding place, examining the objects for sale.","['Harry', 'Draco', 'nearer and nearer']"
"Draco paused to examine a long coil of hangman's rope and to read, smirking, the card propped on a magnificent necklace of opals, Caution: Do Not Touch.",['Draco']
"Cursed - Has Claimed the Lives of Nineteen Muggle Owners to Date.
  ",[]
"* 52
  Draco turned away and saw the cabinet right in front of him.","['52', 'Draco']"
"He walked forward - he stretched out his hand for the handle
  ""Done,"" said Mr. Malfoy at the counter.",['Malfoy']
"""Come, Draco -""
  Harry wiped his forehead on his sleeve as Draco turned away.
  ","['Harry', 'Draco']"
"""Good day to you, Mr. Borgin.",['Borgin']
I'll expect you at the manor tomorrow to pick up the goods.,['tomorrow']
"""
  The moment the door had closed, Mr. Borgin dropped his oily manner.
  ",['Borgin']
"""Good day yourself, Mister Malfoy, and if the stories are true, you haven't sold me half of what's hidden in your manor ......
  ","['Malfoy', 'half']"
"Muttering darkly, Mr. Borgin disappeared into a back room.",['Borgin']
"Harry waited for a minute in case he came back, then, quietly as he could, slipped out of the cabinet, past the glass cases, and out of the shop door.
  ","['Harry', 'a minute']"
"Clutching his broken glasses to his face, Harry stared around.",['Harry']
He had emerged into a dingy alleyway that seemed to be made up entirely of shops devoted to the Dark Arts.,['the Dark Arts']
"The one he'd just left, Borgin and Burkes, looked like the largest, but opposite was a nasty window display of shrunken heads and, two doors down, a large cage was alive with gigantic black spiders.","['Borgin', 'Burkes', 'two']"
"Two shabby-looking wizards were watching him from the shadow of a doorway, muttering to each other.",['Two']
"Feeling jumpy, Harry set off, trying to hold his glasses on straight and hoping against hope he'd be able to find a way out of here.
  ",['Harry']
An old wooden street sign hanging over a shop selling poisonous candles told him he was in Knockturn Alley.,[]
"This didn't help, as Harry had never heard of such a place.",['Harry']
"He supposed he hadn't spoken clearly enough through his mouthful of ashes
  back in the Weasleys' fire.",['Weasleys']
"Trying to stay calm, he wondered what to do.
  ",[]
"""Not lost are you, my dear?"" said a voice in his ear, making him jump.
  ",[]
