sentence,entities
"""My dear,"" Professor Trelawney's huge eyes opened dramatically,
  ""You have the Grim.",['Trelawney']
"""
  ""The what?"" said Harry.
  He could tell that he wasn't the only one who didn't understand; Dean Thomas shrugged at him and Lavender Brown looked puzzled, but nearly everybody else clapped their hands to their mouths in horror.
  ","['Harry', 'Dean Thomas', 'Lavender Brown']"
"""The Grim, my dear, the Grim!"" cried Professor Trelawney, who looked shocked that Harry hadn't understood.","['Trelawney', 'Harry']"
"""The giant, spectral dog that haunts churchyards!",[]
"My dear boy, it is an omen -- the worst omen -- of death!",[]
"""
  Harry's stomach lurched.",['Harry']
That dog on the cover of Death Omens in Flourish and Blotts -the dog in the shadows of Magnolia Crescent...,"['Death Omens', 'Flourish', 'Blotts', 'Magnolia Crescent']"
Lavender Brown clapped her hands to her mouth too.,['Lavender Brown']
"Everyone was looking at Harry, everyone except Hermione, who had gotten up and moved around to the back of Professor Trelawney's chair.
  ","['Harry', 'Hermione', 'Trelawney']"
"""I don't think it looks like a Grim,"" she said flatly.
  ",[]
"Professor Trelawney surveyed Hermione with mounting dislike.
  ",['Trelawney']
"""You'll forgive me for saying so, my dear, but I perceive very little aura around you.",[]
"Very little receptivity to the resonances of the future.""",[]
"Seamus Finnigan was tilting his head from side to side.
  ",['Seamus Finnigan']
"""It looks like a Grim if you do this,"" he said, with his eyes almost shut, ""but it looks more like a donkey from here,"" he said, leaning to the left.
  ",['Grim']
"""When you've all finished deciding whether I'm going to die Or not!"" said Harry, taking even himself by surprise.",['Harry']
"Now nobody seemed to want to look at him.
  ",[]
"""I think we will leave the lesson here for today,"" said Professor Trelawney in her mistiest voice.","['today', 'Professor Trelawney']"
"""Yes... please pack away your things....""
  Silently the class took their teacups back to Professor Trelawney, packed away their books, and closed their bags.",['Professor Trelawney']
"Even Ron was avoiding Harry's eyes.
  ","['Ron', 'Harry']"
"""Until we meet again,"" said Professor Trelawney faintly, ""fair fortune be yours.",['Professor Trelawney']
"Oh, and dear"" -- she pointed at Neville -- ""you'll be late next time, so mind you work extra-hard to catch up.",['Neville']
"""
  Harry, Ron, and Hermione descended Professor Trelawney's ladder and the winding stair in silence, then set off for Professor McGonagall's Transfiguration lesson.","['Harry, Ron', 'Trelawney', 'McGonagall', 'Transfiguration']"
"It took them so long to find her classroom that, early as they had left Divination, they were only just in time.
  ",[]
"Harry chose a seat right at the back of the room, feeling as though he were sitting in a very bright spotlight; the rest of the class kept shooting furtive glances at him, as though he were about to drop dead at any moment.",['Harry']
"He hardly heard what Professor McGonagall was telling them about Animagi (wizards who could transform at will into animals), and wasn't even watching when she transformed herself in front of their eyes into a tabby cat with spectacle markings around her eyes.
  ","['McGonagall', 'Animagi']"
"""Really, what has got into you all today?"" said Professor McGonagall, turning back into herself with a faint pop, and staring around at them all.","['today', 'McGonagall']"
"""Not that it matters, but that's the first time my transformation's not got applause from a class.",['first']
"""
  Everybody's heads turned toward Harry again, but nobody spoke.",['Harry']
"Then Hermione raised her hand.
  ",[]
"""Please, Professor, we've just had our first Divination class, and we were reading the tea leaves, and --""
  ""Ah, of course,"" said Professor McGonagall, suddenly frowning.
  ",['McGonagall']
"""There is no need to say any more, Miss Granger.",['Miss Granger']
"Tell me, which of you will be dying this year?",['this year']
"""
  Everyone stared at her.
  ",[]
"""Me,"" said Harry, finally.
  ",['Harry']
"""I see,"" said Professor McGonagall, fixing Harry with her beady eyes.","['McGonagall', 'Harry']"
"""Then you should know, Potter, that Sibyll Trelawney has predicted the death of one student a year since she arrived at this school.","['Potter', 'Sibyll Trelawney', 'one']"
None of them has died yet.,[]
Seeing death omens is her favorite way of greeting a new class.,[]
"If it were not for the fact that I never speak ill of my colleagues --""
  Professor McGonagall broke off, and they saw that her nostrils had gone white.",['McGonagall']
"She went on, more calmly, ""Divination is one of the most imprecise branches of magic.",[]
I shall not conceal from you that I have very little patience with it.,[]
"True Seers are very rare, and Professor Trelawney --""
  She stopped again, and then said, in a very matter-of-fact tone, ""You look in excellent health to me, Potter, so you will excuse me if I don't let you off homework today.","['Professor Trelawney', 'Potter', 'today']"
"I assure you that if you die, you need not hand it in.",[]
"""
  Hermione laughed.",[]
Harry felt a bit better.,['Harry']
It was harder to feel scared of a lump of tea leaves away from the dim red light and befuddling perfume of Professor Trelawney's classroom.,['Trelawney']
"Not everyone was convinced, however.",[]
"Ron still looked worried, and Lavender whispered, ""But what about Neville's cup?""
  When the Transfiguration class had finished, they joined the crowd thundering toward the Great Hall for lunch.
  ","['Ron', 'Neville', 'Transfiguration', 'the Great Hall']"
"""Ron, cheer up,"" said Hermione, pushing a dish of stew toward him.","['Ron', 'Hermione']"
"""You heard what Professor McGonagall said.",['McGonagall']
"""
  Ron spooned stew onto his plate and picked up his fork but didn't start.
  ""Harry,"" he said, in a low, serious voice, ""You haven't seen a great black dog anywhere, have you?""
  ""Yeah, I have,"" said Harry.","['Ron', 'Harry', 'Harry']"
"""I saw one the night I left the Dursleys'.",[]
"""
  Ron let his fork fall with a clatter.
  ",['Ron']
"""Probably a stray,"" said Hermione calmly.
  ",[]
"Ron looked at Hermione as though she had gone mad.
  ""Hermione, if Harry's seen a Grim, that's -- that's bad,"" he said.","['Ron', 'Harry']"
"""My -- my uncle Bilius saw one and -- and he died twenty-four hours later!","['Bilius', 'twenty-four hours']"
"""
  ""Coincidence,"" said Hermione airily, pouring herself some pumpkin juice.
  ",['Hermione']
"""You don't know what you're talking about!"" said Ron, starting to get angry.",['Ron']
"""Grims scare the living daylights out of most wizards!""
  ""There you are, then,"" said Hermione in a superior tone.",[]
"""They see the Grim and die of fright.",[]
"The Grim's not an omen, it's the cause of death!",['Grim']
"And Harry's still with us because he's not stupid enough to see one and think, right, well, I'd better kick the bucket then!""
  Ron mouthed wordlessly at Hermione, who opened her bag, took out her new Arithmancy book, and propped it open against the juice jug.
  ","['Harry', 'Ron', 'Arithmancy']"
"""I think Divination seems very woolly,"" she said, searching for her page.",[]
"""A lot of guesswork, if you ask me.",[]
"""
  ""There was nothing woolly about the Grim in that cup!"" said Ron hotly.
  ",['Ron']
"""You didn't seem quite so confident when you were telling Harry it was a sheep,"" said Hermione coolly.
  ","['Harry', 'Hermione']"
"""Professor Trelawney said you didn't have the right aura!",['Trelawney']
"You just don't like being bad at something for a change!""
  He had touched a nerve.",[]
"Hermione slammed her Arithmancy book down on the table so hard that bits of meat and carrot flew everywhere.
  ",[]
"""If being good at Divination means I have to pretend to see death omens in a lump of tea leaves, I'm not sure I'll be studying it much longer!",[]
That lesson was absolute rubbish compared with my Arithmancy class!,[]
"""
  She snatched up her bag and stalked away.
  ",[]
"Ron frowned after her.
  ",['Ron']
"""What's she talking about?""",[]
he said to Harry.,['Harry']
"""She hasn't been to an Arithmancy class yet.",[]
"""
  Harry was pleased to get out of the castle after lunch.",['Harry']
"Yesterday's rain had cleared; the sky was a clear, pale gray, and the grass was springy and damp underfoot as they set off for their first ever Care of Magical Creatures class.
  ","['Yesterday', 'first', 'Care of Magical Creatures']"
Ron and Hermione weren't speaking to each other.,['Ron']
Harry walked beside them in silence as they went down the sloping lawns to Hagrid's hut on the edge of the Forbidden Forest.,"['Harry', 'Hagrid', 'the Forbidden Forest']"
It was only when he spotted three only-too- familiar backs ahead of them that he realized they must be having these lessons with the Slytherins.,"['three', 'Slytherins']"
"Malfoy was talking animatedly to Crabbe and Goyle, who were chortling.","['Malfoy', 'Crabbe and Goyle']"
"Harry was quite sure he knew what they were talking about.
  ",['Harry']
Hagrid was waiting for his class at the door of his hut.,[]
"He stood in his moleskin overcoat, with Fang the boarhound at his heels, looking impatient to start.
  ",[]
"""C'mon, now, get a move on!""",[]
he called as the class approached.,[]
"""Got a real treat for yeh today!",['today']
Great lesson comin' up!,[]
Everyone here?,[]
"Right, follow me!""
  ",[]
"For one nasty moment, Harry thought that Hagrid was going to lead them into the forest; Harry had had enough unpleasant experiences in there to last him a lifetime.","['one', 'Harry', 'Hagrid', 'Harry']"
"However, Hagrid strolled off around the edge of the trees, and five minutes later, they found themselves outside a kind of paddock.","['Hagrid', 'five minutes later']"
"There was nothing in there.
  ",[]
"""Everyone gather 'round the fence here!""",[]
he called.,[]
"""That's it -- make sure yeh can see -- now, firs' thing yeh'll want ter do is open yer books --""
  ""How?"" said the cold, drawling voice of Draco Malfoy.
  ",['Draco Malfoy']
"""Eh?"" said Hagrid.
  ",['Hagrid']
"""How do we open our books?""",[]
Malfoy repeated.,[]
"He took out his copy of The Monster Book of Monsters, which he had bound shut with a length of rope.",['The Monster Book of Monsters']
"Other people took theirs out too; some, like Harry, had belted their book shut; others had crammed them inside tight bags or clamped them together with binder clips.
  ",['Harry']
"""Hasn' -- hasn' anyone bin able ter open their books?"" said Hagrid, looking crestfallen.
  ",['bin']
"The class all shook their heads.
  ",[]
"""Yeh've got ter stroke 'em,"" said Hagrid, as though this was the most obvious thing in the world.",['Hagrid']
"""Look --""
  He took Hermione's copy and ripped off the Spellotape that bound it.",['Spellotape']
"The book tried to bite, but Hagrid ran a giant forefinger down its spine, and the book shivered, and then fell open and lay quiet in his hand.
  ",['Hagrid']
"""Oh, how silly we've all been!""",[]
Malfoy sneered.,[]
"""We should have stroked them!",[]
why didn't we guess!,[]
"""
  ""I -- I thought they were funny,"" Hagrid said uncertainly to Hermione.
  ",['Hagrid']
"""Oh, tremendously funny!"" said Malfoy.",['Malfoy']
"""Really witty, giving us books that try and rip our hands off!""
  ""Shut up, Malfoy,"" said Harry quietly.","['Malfoy', 'Harry quietly']"
"Hagrid was looking downcast and Harry wanted Hagrid's first lesson to be a success.
  ","['Harry', 'Hagrid', 'first']"
"""Righ' then,"" said Hagrid, who seemed to have lost his thread, ""so -- so yeh've got yer books an' -- an' - - now yeh need the Magical Creatures.","['Hagrid', 'the Magical Creatures']"
Yeah.,[]
So I'll go an' get 'em.,[]
"Hang on... ""
  He strode away from them into the forest and out of sight.
  ",[]
"""God, this place is going to the dogs,"" said Malfoy loudly.",['Malfoy']
"""That oaf teaching classes, my father'll have a fit when I tell him
  ""Shut up, Malfoy,"" Harry repeated.
  ","['Malfoy', 'Harry']"
"""Careful, Potter, there's a dementor behind you
  ""Oooooooh!""",['Oooooooh']
"squealed Lavender Brown, pointing toward the opposite side of the paddock.
  ",['Lavender Brown']
Trotting toward them were a dozen of the most bizarre creatures Harry had ever seen.,"['a dozen', 'Harry']"
"They had the bodies, hind legs, and tails of horses, but the front legs, wings, and heads of what seemed to be giant eagles, with cruel, steel-colored beaks and large, brilliantly, orange eyes.",[]
The talons on their front legs were half a foot long and deadly looking.,['half a foot']
"Each of the beasts had a thick leather collar around its neck, which was attached to a long chain, and the ends of all of these were held in the vast hands of Hagrid, who came jogging into the paddock behind the creatures.
  ",['Hagrid']
"""Gee up, there!""",[]
"he roared, shaking the chains and urging the creatures toward the fence where the class stood.",[]
"Everyone drew back slightly as Hagrid reached them and tethered the creatures to the fence.
  ",['Hagrid']
"""Hippogriffs!""",[]
"Hagrid roared happily, waving a hand at them.",[]
"""Beau'iful, aren' they?""
  Harry could sort of see what Hagrid meant.","['Harry', 'Hagrid']"
"Once you got over the first shock of seeing something that was, half horse, half bird, you started to appreciate the hippogriffs' gleaming coats, changing smoothly from feather to hair, each of them a different color: stormy gray, bronze, pinkish roan, gleaming chestnut, and inky black.
  ","['first', 'half', 'half']"
"""So,"" said Hagrid, rubbing his hands together and beaming around, ""if yeh wan' ter come a bit nearer --""
  No one seemed to want to.","[""yeh wan'""]"
"Harry, Ron, and Hermione, however, approached the fence cautiously.
  ","['Harry, Ron', 'Hermione']"
"""Now, firs' thing yeh gotta know abou' hippogriffs is, they're proud,"" said Hagrid.",[]
"""Easily offended, hippogriffs are.",[]
"Don't never insult one, 'cause it might be the last thing yeh do.",[]
"""
  Malfoy, Crabbe, and Goyle weren't listening; they were talking in an undertone and Harry had a nasty feeling they were plotting how best to disrupt the lesson.
  ","['Goyle', 'Harry']"
"""Yeh always wait fer the hippogriff ter make the firs' move,"" Hagrid continued.",['Yeh']
"""It's polite, see?",[]
"Yeh walk toward him, and yeh bow, an' yeh wait.",['Yeh']
"If he bows back, yeh're allowed ter touch him.",[]
"If he doesn' bow, then get away from him sharpish, 'cause those talons hurt.
  ",[]
"""Right -- who wants ter go first?""
  Most of the class backed farther away in answer.",['first']
"Even Harry, Ron, and Hermione had misgivings.","['Harry, Ron', 'Hermione']"
"The hippogriffs were tossing their fierce heads and flexing their powerful wings; they didn't seem to like being tethered like this.
  ",[]
"""No one?"" said Hagrid, with a pleading look.
  ",['Hagrid']
"""I'll do it,"" said Harry.
  ",['Harry']
"There was an intake of breath from behind him, and both Lavender and Parvati whispered, ""Oooh, no, Harry, remember your tea leaves!","['Lavender', 'Parvati', 'Oooh', 'Harry']"
"""
  Harry ignored them.",['Harry']
"He climbed over the paddock fence.
  ",[]
"""Good man, Harry!"" roared Hagrid.",['Harry']
"""Right then -- let's see how yeh get on with Buckbeak.",['Buckbeak']
"""
  He untied one of the chains, pulled the gray hippogriff away from its fellows, and slipped off its leather collar.",[]
The class on the other side of the paddock seemed to be holding its breath.,[]
"Malfoy's eyes were narrowed maliciously.
  ",['Malfoy']
"""Easy) now, Harry,"" said Hagrid quietly.","['Harry', 'Hagrid']"
"""Yeh've got eye contact, now try not ter blink....",[]
"Hippogriffs don' trust yeh if yeh blink too much....""
  Harry's eyes immediately began to water, but he didn't shut thern.","['don', 'Harry']"
"Buckbeak had turned his great, sharp head and was staring at Harry with one fierce orange eye.","['Buckbeak', 'Harry', 'one']"
"""Tha's it,"" said Hagrid.",[]
"""Tha's it, Harry... now, bow.",['Harry']
"""
  Harry didn't feel much like exposing the back of his neck to Buckbeak, but he did as he was told.","['Harry', 'Buckbeak']"
"He gave a short bow and then looked up.
  ",[]
The hippogriff was still staring haughtily at him.,[]
"It didn't move.
  ",[]
"""Ah,"" said Hagrid, sounding worried.",[]
"""Right -- back away, now, Harry, easy does it
  But then, to Harry's enormous surprise, the hippogriff suddenly bent its scaly front knees and sank into what was an unmistakable bow.
  ","['Harry', 'Harry']"
"""Well done, Harry!"" said Hagrid, ecstatic.","['Harry', 'Hagrid']"
"""Right -- yeh can touch him!",[]
"Pat his beak, go on!""
  ",['Pat']
"Feeling that a better reward would have been to back away, Harry moved slowly toward the hippogriff and reached out toward it.",['Harry']
"He patted the beak several times and the hippogriff closed its eyes lazily, as though enjoying it.
  ",[]
"The class broke into applause, all except for Malfoy, Crabbe, and Goyle, who were looking deeply disappointed.
  ","['Malfoy, Crabbe', 'Goyle']"
"""Righ' then, Harry,"" said Hagrid.",['Harry']
"""I reckon he might' let yeh ride him!",[]
"""
  This was more than Harry had bargained for.",['Harry']
"He was used to a broomstick; but he wasn't sure a hippogriff would be quite the same.
  ",[]
"""Yeh climb up there, jus' behind the wing joint,"" said Hagrid, ""an' mind yeh don' pull any of his feathers out, he won' like that....""
  Harry put his foot on the top of Buckbeaks wing and hoisted himself onto its back.","['Yeh', ""yeh don'"", 'Harry', 'Buckbeaks']"
Buckbeak stood up.,[]
"Harry wasn't sure where to hold on; everything in front of him was covered with feathers.
  ",['Harry']
"""Go on, then'"" roared Hagrid, slapping the hippogriffs hindquarters.
  ",[]
"Without warning, twelve-foot wings flapped open on either side of Harry, he just had time to seize the hippogriff around the neck before he was soaring upward.","['twelve-foot', 'Harry']"
"It was nothing like a broomstick, and Harry knew which one he preferred; the hippogriff's wings beat uncomfortably on either side of him, catching him under his legs and making him feel he was about to be thrown off; the glossy feathers slipped under his fingers and he didn't dare get a stronger grip; instead of the smooth action of his Nimbus Two Thousand, he now felt himself rocking backward and forward as the hindquarters of the hippogriff rose and fell with its wings.
  ",['Harry']
"Buckbeak flew him once around the paddock and then headed back to the ground; this was the bit Harry had been dreading; he leaned back as the smooth neck lowered, feeling he was going to slip off over the beak, then felt a heavy thud as the four ill-assorted feet hit the ground.","['Harry', 'four']"
"He just managed to hold on and push himself straight again.
  ",[]
"""Good work, Harry!"" roared Hagrid as everyone except Malfoy, Crabbe, and Goyle cheered.","['Harry', 'Malfoy', 'Goyle']"
"""Okay, who else wants a go?""
  Emboldened by Harry's success, the rest of the class climbed cautiously into the paddock.",['Harry']
"Hagrid untied the hippogriffs one by one, and soon people were bowing nervously, all over the paddock.",[]
"Neville ran repeatedly backward from his, which didn't seem to want to bend its knees.",['Neville']
"Ron and Hermione practiced on the chestnut, while Harry watched.
  ","['Ron', 'Hermione', 'Harry']"
"Malfoy, Crabbe, and Goyle had taken over Buckbeak.","['Goyle', 'Buckbeak']"
"He had bowed to Malfoy, who was now patting his beak, looking disdainful.
  ",['Malfoy']
"""This is very easy,"" Malfoy drawled, loud enough for Harry to, hear him.",['Harry']
"""I knew it must have been, if Potter could do it....",['Potter']
"I bet you're not dangerous at all, are you?""",[]
he said to the hippogriff.,[]
"""Are you, you great ugly brute?""
  It happened in a flash of steely talons; Malfoy let out a highpitched scream and next moment, Hagrid was wrestling Buckbeak back into his collar as he strained to get at Malfoy, who lay curled in the grass, blood blossoming over his robes.
  ","['Malfoy', 'Hagrid', 'Buckbeak', 'Malfoy']"
"""I'm dying!""",[]
Malfoy yelled as the class panicked.,['Malfoy']
"""I'm dying, look at me!",[]
"It's killed me!""
  ""Yer not dyin'!"" said Hagrid, who had gone very white.",['Hagrid']
"""Someone help me -- gotta get him outta here --""
  Hermione ran to hold open the gate as Hagrid lifted Malfoy easily.","['Hagrid', 'Malfoy']"
"As they passed, Harry saw that there was a long, deep gash on Malfoy's arm; blood splattered the grass and Hagrid ran with him, up the slope toward the castle.
  ","['Harry', 'Malfoy', 'Hagrid']"
"Very shaken, the Care of Magical Creatures class followed at a walk.",['the Care of Magical Creatures']
"The Slytherins were all shouting about Hagrid.
  ","['Slytherins', 'Hagrid']"
"""They should fire him straight away!"" said Pansy Parkinson, who was in tears.
  ",['Pansy Parkinson']
"""It was Malfoy's fault!""",['Malfoy']
snapped Dean Thomas.,['Dean Thomas']
"Crabbe and Goyle flexed their muscles threateningly.
  ",['Goyle']
"They all climbed the stone steps into the deserted entrance hall.
  ",[]
"""I'm going to see if he's okay!""",[]
"said Pansy, and they all watched her run up the marble staircase.",['Pansy']
"The Slytherins, still muttering about Hagrid, headed away in the direction of their dungeon common room; Harry, Ron, and Hermione proceeded upstairs to Gryffindor Tower.
  ","['Slytherins', 'Hagrid', 'Harry, Ron', 'Hermione', 'Gryffindor Tower']"
"""You think he'll be all right?"" said Hermione nervously.
  ",['Hermione']
"""Course he will.",[]
"Madam Pomfrey can mend cuts in about a second,"" said Harry, who had had far worse injuries mended magically by the nurse.
  ","['Pomfrey', 'second', 'Harry']"
"""That was a really bad thing to happen in Hagrid's first class, though, wasn't it?"" said Ron, looking worried.","['Hagrid', 'first', 'Ron']"
"""Trust Malfoy to mess things up for him....""
  They were among the first to reach the Great Hall at dinnertime, hoping to see Hagrid, but he wasn't there.
  ","['first', 'the Great Hall', 'Hagrid']"
"""They wouldn't fire him, would they?"" said Hermione anxiously, not touching her steak-and- kidney pudding.
  ",['Hermione']
"""They'd better not,"" said Ron, who wasn't eating either.
  ",['Ron']
Harry was watching the Slytherin table.,"['Harry', 'Slytherin']"
"A large group including Crabbe and Goyle was huddled together, deep in conversation.",['Crabbe and Goyle']
"Harry was sure they were cooking up their own version of how Malfoy had been injured.
  ","['Harry', 'Malfoy']"
"""Well, you can't say it wasn't an interesting first day back,"" said Ron gloomily.
  ","['first day', 'Ron']"
"They went up to the crowded Gryffindor common room after dinner and tried to do the homework Professor McGonagall had given them, but all three of them kept breaking off and glancing Out of the tower window.
  ","['Gryffindor', 'McGonagall', 'three']"
"""There's a light on in Hagrid's window,"" Harry said suddenly.
  ","['Hagrid', 'Harry']"
"Ron looked at his watch.
  ",['Ron']
"""If we hurried, we could go down and see him.",[]
"It's still quite early...""
  I don't know,"" Hermione said slowly, and Harry saw her glance at him.
  ",['Harry']
"""I'm allowed to walk across the grounds, "" he said Pointedly.",[]
"""Sirius Black hasn't got past the dementors yet, has he?""
  ",['Sirius Black']
"So they put their things away and headed out of the portrait hole, glad to meet nobody on their way to the front doors, as they weren't entirely sure they were supposed to be out.
  ",[]
The grass was still wet and looked almost black in the twilight.,[]
"When they reached Hagrid's hut, they knocked, and a voice growled, ""C'min.""
  ","['Hagrid', ""C'min""]"
"Hagrid was sitting in his shirtsleeves at his scrubbed wooden table; his boarhound, Fang, had his head in Hagrid's lap.","['Fang', 'Hagrid']"
"One look told them that Hagrid had been drinking a lot; there was a pewter tankard almost as big as a bucket in front of him, and he seemed to be having difficulty getting them into focus.
  ","['One', 'Hagrid']"
"""'Spect it's a record,"" he said thickly, when he recognized them.",[]
"""Don' reckon they've ever had a teacher who lasted on'y a day before.","['Don', ""on'y""]"
"""
  ""You haven't been fired, Hagrid!""",['Hagrid']
"gasped Hermione.
  ",[]
"""Not yet,"" said Hagrid miserably, taking a huge gulp of whatever was in the tankard.",[]
"""But's only a matter o' time, i' n't it, after Malfoy...""
  ""How is he?"" said Ron as they all sat down.","['Malfoy', 'Ron']"
"""It wasn't serious, was it?""
  ""Madam Pomfrey fixed him best she could,"" said Hagrid dully, ""but he's sayin' it's still agony... covered in bandages... moanin'..
  ",['Pomfrey']
"""He's faking it, "" said Harry at once.",['Harry']
"""Madam Pomfrey can mend anything.",['Pomfrey']
She regrew half my bones last year.,"['half', 'last year']"
Trust Malfoy to milk it for all it's worth.,['Trust Malfoy']
"""
  ""School gov'nors have bin told, o' course,"" said Hagrid miseribly.","['bin', 'Hagrid']"
"""They reckon I started too big.",[]
Shoulda left hippogriffs fer later... done flobberworms or summat....,[]
"Jus' thought itdmake a good firs' lessons all my fault....""
  ""It's all Malfoy's fault, Hagrid!"" said Hermione earnestly.
  ","['Jus', 'Malfoy', 'Hagrid']"
"""We're witnesses,"" said Harry.",['Harry']
"""You said hippogriffs attack if you insult them.",[]
It's Malfoy's problem that he wasn't listening.,['Malfoy']
We'll tell Dumbledore what really happened.,['Dumbledore']
"""
  ""Yeah, don't worry, Hagrid, we'll back you up,"" said Ron.
  Tears leaked out of the crinkled corners of Hagrid's beetle-black eyes.","['Hagrid', 'Ron', 'Hagrid']"
"He grabbed both Harry and Ron and pulled them into a bone-breaking hug.
  ",['Harry and Ron']
"""I think you've had enough to drink, Hagrid,"" said Hermione firmly.",['Hagrid']
"She took the tankard from the table and went outside to empty it.
  ",[]
"""At, maybe she's right,"" said Hagrid, letting go of Harry and Ron, who both staggered away, rubbing their ribs.",['Harry and Ron']
Hagrid heaved himself out of his chair and followed Hermione unsteadily outside.,[]
"They heard a loud splash.
  ",[]
"""What's he done?"" said Harry nervously as Hermione came back in with the empty tankard.
  ",['Harry']
"""Stuck his head in the water barrel,"" said Hermione, putting the tankard away.
  ",['Hermione']
"Hagrid came back, his long hair and beard sopping wet, wiping the water out of his eyes.
  ",[]
"""That's better,"" he said, shaking his head like a dog and drenching them all.",[]
"""Listen, it was good of yeh ter come an' see me, I really --
  Hagrid stopped dead, staring at Harry as though he'd only just realized he was there.
  ",['Harry']
"""WHAT D'YEH THINK YOU'RE DOIN', EH?"" he roared, so suddenly that they jumped a foot in the air.",[]
"""YEH'RE NOT TO GO WANDERIN' AROUND AFTER DARK, HARRY!",[]
"AN, YOU TWO!",['TWO']
"LETTIN' HIM!""
  Hagrid strode over to Harry, grabbed his arm, and pulled him to the door.
  ","['HIM', 'Harry']"
"""C'mon!""",[]
Hagrid said angrily.,[]
"""I'm takin' yer all back up ter school, an' don' let me catch yeh walkin' down ter see me after dark again.",['yeh walkin']
I'm not worth that!,[]
"""
  CHAPTER SEVEN
  THE BOGGART IN THE WARDROBE
  Malfoy didn't reappear in classes until late on Thursday morning, when the Slytherins and Gryffindors were halfway through double Potions.","['Thursday', 'morning', 'Potions']"
"He swaggered into the dungeon, his right arm covered in bandages and bound up in a sling, acting, in Harry's opinion, as though he were the heroic survivor of some dreadful battle.
  ",['Harry']
"""How is it, Draco?"" simpered Pansy Parkinson.","['Draco', 'Pansy Parkinson']"
"""Does it hurt much?""
  ""Yeah,"" said Malfoy, putting on a brave sort of grimace.",['Malfoy']
"But Harry saw him wink at Crabbe and Goyle when Pansy had looked away.
  ","['Harry', 'Crabbe and Goyle when Pansy']"
"""Settle down, settle down,"" said Professor Snape idly.
  ",['Snape']
"Harry and Ron scowled at each other; Snape wouldn't have said ""settle down"" if they'd walked in late, he'd have given them detention.","['Harry', 'Ron', 'Snape']"
"But Malfoy had always been able to get away with anything in Snape's classes; Snape was head of Slytherin House, and generality favored his own students above all others.
  ","['Malfoy', 'Snape', 'Snape', 'Slytherin House']"
"They were making a new potion today, a Shrinking Solution.",['today']
"Malfoy set up his cauldron right next to Harry and Ron, so that they were preparing their ingredients on the same table.
  ","['Malfoy', 'Harry', 'Ron']"
"""Sir,"" Malfoy called, ""sir, I'll need help cutting up these daisy roots, because of my arm --""
  ""Weasley, cut up Malfoy's roots for him,"" said Snape without looking up.
  ","['Malfoy', 'Weasley', 'Malfoy', 'Snape']"
"Ron went brick red.
  ",['Ron']
"""There's nothing wrong with your arm,"" he hissed at Malfoy.
  ",['Malfoy']
"Malfoy smirked across the table.
  ",['Malfoy']
"""Weasley, you heard Professor Snape; cut up these roots.","['Weasley', 'Snape']"
"""
  Ron seized his knife, pulled Malfoy's roots toward him, and began to chop them roughly, so that they were all different sizes.
  ","['Ron', 'Malfoy']"
"""Professor,"" drawled Malfoy, ""Weasley's mutilating my roots, sit.","['Malfoy', 'Weasley']"
"""
  Snape approached their table, stared down his hooked nose at the roots, then gave Ron an unpleasant smile from beneath his long, greasy black hair.
  ","['Snape', 'Ron']"
"""Change roots with Malfoy, Weasley.""
  ","['Malfoy', 'Weasley']"
"""But, sit --!""
  Ron had spent the last quarter of an hour carefully shredding his own roots into exactly equal pieces.
  ","['Ron', 'the last quarter']"
"""Now,"" said Snape in his most dangerous voice.
  ",['Snape']
"Ron shoved his own beautifully cut roots across the table a, Malfoy, then took up the knife again.
  ","['Ron', 'Malfoy']"
"""And, sir, I'll need this shrivelfig skinned,"" said Malfoy, his voice full of malicious laughter.
  ",['Malfoy']
"""Potter, you can skin Malfoy's shrivelfig,"" said Snape, giving Harry the look of loathing he always reserved just for him.
  ","['Malfoy', 'Snape', 'Harry']"
Harry took Malfoy's shrivelfig as Ron began trying to repair the damage to the roots he now had to use.,"['Harry', 'Malfoy', 'Ron']"
Harry skinned the shrivelfig as fast as he could and flung it back across the table at Malfoy without speaking.,"['Harry', 'Malfoy']"
"Malfoy was smirking more broadly than ever.
  ",['Malfoy']
"""Seen your pal Hagrid lately?""",[]
"he asked them quietly.
  ",[]
"""None of your business,"" said Ron jerkily, without looking up.
  ",['Ron']
"""I'm afraid he won't be a teacher much longer,"" said Malfoy in a tone of mock sorrow.",['Malfoy']
"""Father's not very happy about my injury --""
  ""Keep talking, Malfoy, and I'll give you a real injury,"" snarled Ron.
  ","['Malfoy', 'Ron']"
"""- he's complained to the school governors.",[]
And to the Ministry of Magic.,['the Ministry of Magic']
"Father's got a lot of influence, you know.",[]
"And a lasting injury like this"" -- he gave a huge, fake sigh -- ""who knows if my arm'll ever be the same again?""
  ""So that's why you're putting it on,"" said Harry, accidentally beheading a dead caterpillar because his hand was shaking in anger.",['Harry']
"""To try to get Hagrid fired.",['Hagrid']
"""
  ""Well,"" said Malfoy, lowering his voice to a whisper, ""partly, Potter.","['Malfoy', 'Potter']"
But there are other benefits too.,[]
"Weasley, slice my caterpillars for me.",['Weasley']
"""
  A few cauldrons away, Neville was in trouble.",['Neville']
"Neville regularly went to pieces in Potions lessons; it was his worst subject, and his great fear of Professor Snape made things ten times worse.","['Neville', 'Potions', 'Snape', 'ten']"
